"CAS Number","Chemical Name","Species Common Name","Effect","Effect Measurement","Endpoint","Year","Records","Citation"
"111988499","Thiacloprid","Carniolan Honey Bee","Morphology","Weight","LOEL","2016","1","Wessler,I., H.A. Gartner, R. Michel-Schmidt, C. Brochhausen, L. Schmitz, L. Anspach, B. Grunewald, and C.J. Kirkpatrick (2016). Honeybees Produce Millimolar Concentrations of Non-Neuronal Acetylcholine for Breeding: Possible Adverse Effects of Neonicotinoids. PLoS One, 11, (6), 18. doi:10.1371/journal.pone.0156886. ECOREF#:183584"
"111988499","Thiacloprid","Chalcid Wasp","Mortality","Mortality","LOEL","2021","2","Radrigan-Navarro,C., E.H. Beers, A. Alvear, and E. Fuentes-Contreras (2021). Acute Toxicity of Lethal and Sublethal Concentrations of Neonicotinoid, Insect Growth Regulator and Diamide Insecticides on Natural Enemies of the Woolly Apple Aphid and the Obscure Mealybug. Chil. J. Agric. Res., 81, (3), 398-407. doi:10.4067/S0718-58392021000300398. ECOREF#:187340"
"111988499","Thiacloprid","Earwig","Mortality","Mortality","NR-ZERO","2020","1","Holy,K., and J. Stara (2020). Laboratory Evaluation of the Effect of Insecticides on Chrysoperla carnea (Neuroptera: Chrysopidae), Forficula auricularia (Dermaptera: Forficulidae), Adalia bipunctata (Coleoptera: Coccinellidae) and Harmonia axyridis . Acta Univ. Agric. Silvic. Mend. Brun., 68, (3), 497-506. doi:10.11118/actaun202068030497. ECOREF#:185343"
"111988499","Thiacloprid","Fruit Fly","Mortality","Mortality","LC50","2019","1","Beadle,K., K.S. Singh, B.J. Troczka, E. Randall, M. Zaworra, C.T. Zimmer, A. Hayward, R. Reid, L. Kor, M. Kohler, B. Bu (2019). Genomic Insights into Neonicotinoid Sensitivity in the Solitary Bee Osmia bicornis. PLoS Genet., 15, (2), 19 p. doi:10.1371/journal.pgen.1007903. ECOREF#:191117"
"111988499","Thiacloprid","Glasshouse Potato Wasp","Intoxication","Knockdown","LOEL","2019","5","Willow,J., A. Silva, E. Veromann, and G. Smagghe (2019). Acute Effect of Low-Dose Thiacloprid Exposure Synergised by Tebuconazole in a Parasitoid Wasp. PLoS One, 14, (2), 13 p. doi:10.1371/journal.pone.0212456. ECOREF#:179704"
"111988499","Thiacloprid","Glasshouse Potato Wasp","Mortality","Mortality","LOEL","2019","3","Willow,J., A. Silva, E. Veromann, and G. Smagghe (2019). Acute Effect of Low-Dose Thiacloprid Exposure Synergised by Tebuconazole in a Parasitoid Wasp. PLoS One, 14, (2), 13 p. doi:10.1371/journal.pone.0212456. ECOREF#:179704"
"111988499","Thiacloprid","Glasshouse Potato Wasp","Mortality","Mortality","NOEL","2019","2","Willow,J., A. Silva, E. Veromann, and G. Smagghe (2019). Acute Effect of Low-Dose Thiacloprid Exposure Synergised by Tebuconazole in a Parasitoid Wasp. PLoS One, 14, (2), 13 p. doi:10.1371/journal.pone.0212456. ECOREF#:179704"
"111988499","Thiacloprid","Ground Dwelling Spider","Behavior","Web-building","LOEL","2019","3","Rezac,M., V. Rezacova, and P. Heneberg (2019). Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal. Sci. Rep., 9, 10 p. ECOREF#:183892"
"111988499","Thiacloprid","Ground Dwelling Spider","Behavior","Web-building","NOEL","2019","1","Rezac,M., V. Rezacova, and P. Heneberg (2019). Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal. Sci. Rep., 9, 10 p. ECOREF#:183892"
"111988499","Thiacloprid","Ground Dwelling Spider","Mortality","Mortality","LOEL","2019","2","Rezac,M., V. Rezacova, and P. Heneberg (2019). Neonicotinoid Insecticides Limit the Potential of Spiders to Re-Colonize Disturbed Agroecosystems When Using Silk-Mediated Dispersal. Sci. Rep., 9, 10 p. ECOREF#:183892"
"111988499","Thiacloprid","Honey Bee","Avoidance","Food avoidance","LOEL","2017","1","Kang,M., and C. Jung (2017). Avoidance Behavior of Honey Bee, Apis mellifera from Commonly Used Fungicides, Acaricides and Insecticides in Apple Orchards. J. Apic. Res., 32, (4), 295-302. doi:10.17519/apiculture.2017.11.32.4.295. ECOREF#:187239"
"111988499","Thiacloprid","Honey Bee","Behavior","Distance moved, change in direct movement","LOEL","2019","4","Jacob,C.R.O., J.B. Malaquias, O.Z. Zanardi, C.A.S. Silva, J.F.O. Jacob, and P.T. Yamamoto (2019). Oral Acute Toxicity and Impact of Neonicotinoids on Apis mellifera L. and Scaptotrigona Postica latreille (Hymenoptera: Apidae). Ecotoxicology, 28, (7), 744-753. doi:10.1007/s10646-019-02070-w. ECOREF#:184482"
"111988499","Thiacloprid","Honey Bee","Behavior","Distance moved, change in direct movement","NOEL","2019","1","Jacob,C.R.O., J.B. Malaquias, O.Z. Zanardi, C.A.S. Silva, J.F.O. Jacob, and P.T. Yamamoto (2019). Oral Acute Toxicity and Impact of Neonicotinoids on Apis mellifera L. and Scaptotrigona Postica latreille (Hymenoptera: Apidae). Ecotoxicology, 28, (7), 744-753. doi:10.1007/s10646-019-02070-w. ECOREF#:184482"
"111988499","Thiacloprid","Honey Bee","Cell(s)","Hemocyte","LOEL","2017","3","Brandt,A., K. Grikscheit, R. Siede, R. Grosse, M.D. Meixner, and R. Buchler (2017). Immunosuppression in Honeybee Queens by the Neonicotinoids Thiacloprid and Clothianidin. Sci. Rep., 7, 12. doi:10.1038/s41598-017-00047-5. ECOREF#:183557"
"111988499","Thiacloprid","Honey Bee","Cell(s)","Hemocyte","NOEL","2017","3","Brandt,A., K. Grikscheit, R. Siede, R. Grosse, M.D. Meixner, and R. Buchler (2017). Immunosuppression in Honeybee Queens by the Neonicotinoids Thiacloprid and Clothianidin. Sci. Rep., 7, 12. doi:10.1038/s41598-017-00047-5. ECOREF#:183557"
"111988499","Thiacloprid","Honey Bee","Feeding behavior","Food consumption","NOEL","2017","2","Brandt,A., K. Grikscheit, R. Siede, R. Grosse, M.D. Meixner, and R. Buchler (2017). Immunosuppression in Honeybee Queens by the Neonicotinoids Thiacloprid and Clothianidin. Sci. Rep., 7, 12. doi:10.1038/s41598-017-00047-5. ECOREF#:183557"
"111988499","Thiacloprid","Honey Bee","Feeding behavior","Food consumption","NOEL","2021","1","Bommuraj,V., Y. Chen, M. Birenboim, S. Barel, and J.A. Shimshoni (2021). Concentration- and Time-Dependent Toxicity of Commonly Encountered Pesticides and Pesticide Mixtures to Honeybees (Apis mellifera L.). Chemosphere, 266, 11 p. doi:10.1016/j.chemosphere.2020.128974. ECOREF#:186740"
"111988499","Thiacloprid","Honey Bee","Genetics","Cytochrome P450 mRNA","IC50","2021","3","Haas,J., and R. Nauen (2021). Pesticide Risk Assessment at the Molecular Level Using Honey Bee Cytochrome P450 Enzymes: A Complementary Approach. Environ. Int., 147, 8 p. doi:10.1016/j.envint.2020.106372. ECOREF#:187219"
"111988499","Thiacloprid","Honey Bee","Growth","Size","NOEL","2017","1","Brandt,A., K. Grikscheit, R. Siede, R. Grosse, M.D. Meixner, and R. Buchler (2017). Immunosuppression in Honeybee Queens by the Neonicotinoids Thiacloprid and Clothianidin. Sci. Rep., 7, 12. doi:10.1038/s41598-017-00047-5. ECOREF#:183557"
"111988499","Thiacloprid","Honey Bee","Immunological","Encapsulation or Melanization Response","LOEL","2017","1","Brandt,A., K. Grikscheit, R. Siede, R. Grosse, M.D. Meixner, and R. Buchler (2017). Immunosuppression in Honeybee Queens by the Neonicotinoids Thiacloprid and Clothianidin. Sci. Rep., 7, 12. doi:10.1038/s41598-017-00047-5. ECOREF#:183557"
"111988499","Thiacloprid","Honey Bee","Immunological","Immunity, general","LOEL","2017","1","Brandt,A., K. Grikscheit, R. Siede, R. Grosse, M.D. Meixner, and R. Buchler (2017). Immunosuppression in Honeybee Queens by the Neonicotinoids Thiacloprid and Clothianidin. Sci. Rep., 7, 12. doi:10.1038/s41598-017-00047-5. ECOREF#:183557"
"111988499","Thiacloprid","Honey Bee","Intoxication","Immobile","LOEL","2018","3","Karahan,A., M.A. Kutlu, and I. Karaca (2018). Determination of the Effect of Some Pesticides on Honey Bees. Int. J. Agric. Environ. Food Sci., 2, (3), 104-108. doi:10.31015/jaefs.18017. ECOREF#:187237"
"111988499","Thiacloprid","Honey Bee","Mortality","Mortality","LC50","2019","1","Jacob,C.R.O., J.B. Malaquias, O.Z. Zanardi, C.A.S. Silva, J.F.O. Jacob, and P.T. Yamamoto (2019). Oral Acute Toxicity and Impact of Neonicotinoids on Apis mellifera L. and Scaptotrigona Postica latreille (Hymenoptera: Apidae). Ecotoxicology, 28, (7), 744-753. doi:10.1007/s10646-019-02070-w. ECOREF#:184482"
"111988499","Thiacloprid","Honey Bee","Mortality","Mortality","LC50","2021","4","Bommuraj,V., Y. Chen, M. Birenboim, S. Barel, and J.A. Shimshoni (2021). Concentration- and Time-Dependent Toxicity of Commonly Encountered Pesticides and Pesticide Mixtures to Honeybees (Apis mellifera L.). Chemosphere, 266, 11 p. doi:10.1016/j.chemosphere.2020.128974. ECOREF#:186740"
"111988499","Thiacloprid","Honey Bee","Mortality","Mortality","LD50","2019","2","Ulziibayar,D., and C. Jung (2019). Comparison of Acute Toxicity of Different Groups of Pesticides to Honey Bee Workers (Apis mellifera L.). J. Apic. Res., 34, (4), 305-313. doi:10.17519/apiculture.2019.11.34.4.305. ECOREF#:187214"
"111988499","Thiacloprid","Honey Bee","Mortality","Mortality","LD50","2020","4","U.S.Environmental Protection Agency (2020). Pesticide Ecotoxicity Database: Bee Studies. Contact: Lee Kyle - Email: Kyle.Lee@epa.gov, ECOREF#:184644"
"111988499","Thiacloprid","Honey Bee","Mortality","Mortality","LD50","2021","1","Haas,J., and R. Nauen (2021). Pesticide Risk Assessment at the Molecular Level Using Honey Bee Cytochrome P450 Enzymes: A Complementary Approach. Environ. Int., 147, 8 p. doi:10.1016/j.envint.2020.106372. ECOREF#:187219"
"111988499","Thiacloprid","Honey Bee","Mortality","Mortality","LT50","2021","2","Bommuraj,V., Y. Chen, M. Birenboim, S. Barel, and J.A. Shimshoni (2021). Concentration- and Time-Dependent Toxicity of Commonly Encountered Pesticides and Pesticide Mixtures to Honeybees (Apis mellifera L.). Chemosphere, 266, 11 p. doi:10.1016/j.chemosphere.2020.128974. ECOREF#:186740"
"111988499","Thiacloprid","Honey Bee","Mortality","Mortality","NOEL","2017","1","Brandt,A., K. Grikscheit, R. Siede, R. Grosse, M.D. Meixner, and R. Buchler (2017). Immunosuppression in Honeybee Queens by the Neonicotinoids Thiacloprid and Clothianidin. Sci. Rep., 7, 12. doi:10.1038/s41598-017-00047-5. ECOREF#:183557"
"111988499","Thiacloprid","Honey Bee","Mortality","Mortality","NOEL","2020","2","U.S.Environmental Protection Agency (2020). Pesticide Ecotoxicity Database: Bee Studies. Contact: Lee Kyle - Email: Kyle.Lee@epa.gov, ECOREF#:184644"
"111988499","Thiacloprid","Honey Bee","Mortality","Mortality","NR","2019","1","Ulziibayar,D., and C. Jung (2019). Comparison of Acute Toxicity of Different Groups of Pesticides to Honey Bee Workers (Apis mellifera L.). J. Apic. Res., 34, (4), 305-313. doi:10.17519/apiculture.2019.11.34.4.305. ECOREF#:187214"
"111988499","Thiacloprid","Honey Bee","Mortality","Mortality","NR-LETH","2018","3","Imran,M., T. Naseem, A. Iqbal, K. Mahmood, and U.A.A. Sheikh (2018). Assessment of Sensitivity Level of Honeybee (Apis mellifera) to Neonicotinoid Insecticides. Asian J. Agric. Biol., 6, (3), 327-334. ECOREF#:187222"
"111988499","Thiacloprid","Honey Bee","Mortality","Mortality","NR-ZERO","2018","1","Imran,M., T. Naseem, A. Iqbal, K. Mahmood, and U.A.A. Sheikh (2018). Assessment of Sensitivity Level of Honeybee (Apis mellifera) to Neonicotinoid Insecticides. Asian J. Agric. Biol., 6, (3), 327-334. ECOREF#:187222"
"111988499","Thiacloprid","Honey Bee","Mortality","Survival","NOEL","2017","1","Brandt,A., K. Grikscheit, R. Siede, R. Grosse, M.D. Meixner, and R. Buchler (2017). Immunosuppression in Honeybee Queens by the Neonicotinoids Thiacloprid and Clothianidin. Sci. Rep., 7, 12. doi:10.1038/s41598-017-00047-5. ECOREF#:183557"
"111988499","Thiacloprid","Lacewing","Population","Abundance","LOEL","2017","2","Boopathi,T., K.S. Meena, M. Ravi, and K. Thirunavukarasu (2017). Impact of Insecticides on Spiralling Whitefly, Aleurodicus dispersus (Hemiptera: Aleyrodidae) and Its Natural Enemy Complex in Cassava Under Open Field Conditions. Crop Prot., 94, 137-143. doi:10.1016/j.cropro.2016.12.021. ECOREF#:175406"
"111988499","Thiacloprid","Lady Beetle","Population","Abundance","LOEL","2017","2","Boopathi,T., K.S. Meena, M. Ravi, and K. Thirunavukarasu (2017). Impact of Insecticides on Spiralling Whitefly, Aleurodicus dispersus (Hemiptera: Aleyrodidae) and Its Natural Enemy Complex in Cassava Under Open Field Conditions. Crop Prot., 94, 137-143. doi:10.1016/j.cropro.2016.12.021. ECOREF#:175406"
"111988499","Thiacloprid","Leafhopper","Population","Abundance","LOEL","2015","3","Chaudhari,A.J., D.M. Korat, and M.R. Dabhi (2015). Bio-Efficacy of Newer Insecticides Against Major Insect Pests of Indian Bean, Lablab purpureus L. L. Krishna Naik, 28, (4), 616-619. ECOREF#:187435"
"111988499","Thiacloprid","Linyphiid Spider","Population","Abundance","NOEL","2018","2","Ding,J.F., H. Li, Z.Q. Zhang, J. Lin, F. Liu, and W. Mu (2018). Thiamethoxam, Clothianidin, and Imidacloprid Seed Treatments Effectively Control Thrips on Corn Under Field Conditions. J. Insect Sci., 18, (6), 8 p. doi:10.1093/jisesa/iey128. ECOREF#:183605"
"111988499","Thiacloprid","Mexican Beetle","Development","Pupation","LOEL","2020","2","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Mexican Beetle","Development","Stage","LOEL","2020","6","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Mexican Beetle","Mortality","Lifespan","LOEL","2020","2","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Mexican Beetle","Mortality","Mortality","LOEL","2020","1","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Mexican Beetle","Mortality","Survival","LOEL","2020","1","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Mexican Beetle","Population","Finite Rate of Increase","LOEL","2020","1","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Mexican Beetle","Population","Generation time","LOEL","2020","2","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Mexican Beetle","Population","Intrinsic rate of increase","LOEL","2020","1","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Mexican Beetle","Population","Population doubling time","LOEL","2020","1","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Mexican Beetle","Reproduction","Clutch/Oviposition length","LOEL","2020","3","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Mexican Beetle","Reproduction","Fecundity","LOEL","2020","1","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Mexican Beetle","Reproduction","Net Reproductive Rate","LOEL","2020","1","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Mexican Beetle","Reproduction","Progeny counts/numbers","LOEL","2020","1","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Mexican Beetle","Reproduction","Reproductive success (general)","LOEL","2020","2","Hasan,F., S. Mahboob, K.A. Al-Ghanim, F. Al-Misned, M.K. Dhillon, and U. Manzoor (2020). Ecotoxicity of Neonicotinoids and Diamides on Population Growth Performance of Zygogramma bicolorata (Coleoptera: Chrysomelidae). Ecotoxicol. Environ. Saf., 203, 10 p. doi:10.1016/j.ecoenv.2020.110998. ECOREF#:184751"
"111988499","Thiacloprid","Minute Parasitic Wasps","Reproduction","Reproductive success (general)","LOEL","2017","2","Boopathi,T., K.S. Meena, M. Ravi, and K. Thirunavukarasu (2017). Impact of Insecticides on Spiralling Whitefly, Aleurodicus dispersus (Hemiptera: Aleyrodidae) and Its Natural Enemy Complex in Cassava Under Open Field Conditions. Crop Prot., 94, 137-143. doi:10.1016/j.cropro.2016.12.021. ECOREF#:175406"
"111988499","Thiacloprid","Mirid Bug","Mortality","Mortality","LOEL","2015","2","Vrancken,K., T. Belien, and D. Bylemans (2015). Side-Effects of Commonly Used Crop Protection Products in Pear on Two Beneficial Miridae Bugs. Commun. Agric. Appl. Biol. Sci., 80, (2), 137-141. ECOREF#:173861"
"111988499","Thiacloprid","Mirid Bug","Mortality","Mortality","NR-LETH","2015","1","Vrancken,K., T. Belien, and D. Bylemans (2015). Side-Effects of Commonly Used Crop Protection Products in Pear on Two Beneficial Miridae Bugs. Commun. Agric. Appl. Biol. Sci., 80, (2), 137-141. ECOREF#:173861"
"111988499","Thiacloprid","Mite","Mortality","Mortality","LC50","2017","1","Silva,C.D.E., N. Brennan, J.M. Brouwer, D. Commandeur, R.A. Verweij, and C.A.M. Van Gestel (2017). Comparative Toxicity of Imidacloprid and Thiacloprid to Different Species of Soil Invertebrates. Ecotoxicology, 26, (4), 555-564. doi:10.1007/s10646-017-1790-7. ECOREF#:184089"
"111988499","Thiacloprid","Mite","Reproduction","Progeny counts/numbers","EC50","2017","1","Silva,C.D.E., N. Brennan, J.M. Brouwer, D. Commandeur, R.A. Verweij, and C.A.M. Van Gestel (2017). Comparative Toxicity of Imidacloprid and Thiacloprid to Different Species of Soil Invertebrates. Ecotoxicology, 26, (4), 555-564. doi:10.1007/s10646-017-1790-7. ECOREF#:184089"
"111988499","Thiacloprid","Mite","Reproduction","Progeny counts/numbers","NOEL","2017","1","Silva,C.D.E., N. Brennan, J.M. Brouwer, D. Commandeur, R.A. Verweij, and C.A.M. Van Gestel (2017). Comparative Toxicity of Imidacloprid and Thiacloprid to Different Species of Soil Invertebrates. Ecotoxicology, 26, (4), 555-564. doi:10.1007/s10646-017-1790-7. ECOREF#:184089"
"111988499","Thiacloprid","Mosquito","Mortality","Mortality","LC50","2015","2","Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju (2015). Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res., 142, 64-70. doi:10.4103/0971-5916.176624. ECOREF#:173152"
"111988499","Thiacloprid","Mosquito","Mortality","Mortality","LC90","2015","2","Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju (2015). Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res., 142, 64-70. doi:10.4103/0971-5916.176624. ECOREF#:173152"
"111988499","Thiacloprid","Old World Bollworm","Population","Abundance","LOEL","2015","2","Chaudhari,A.J., D.M. Korat, and M.R. Dabhi (2015). Bio-Efficacy of Newer Insecticides Against Major Insect Pests of Indian Bean, Lablab purpureus L. L. Krishna Naik, 28, (4), 616-619. ECOREF#:187435"
"111988499","Thiacloprid","Parasitic Wasp","Development","Emergence","EC50","2019","3","Jiang,J.G., X. Liu, X.P. Huang, X. Yu, W.W. Zhang, X.X. Zhang, and W. Mu (2019). Comparative Ecotoxicity of Neonicotinoid Insecticides to Three Species of Trichogramma Parasitoid Wasps (Hymenoptera: Trichogrammatidae). Ecotoxicol. Environ. Saf., 183, 7 p. doi:10.1016.j.ecoenv.2019.109587. ECOREF#:186701"
"111988499","Thiacloprid","Parasitic Wasp","Development","Emergence","LOEL","2019","3","Jiang,J.G., X. Liu, X.P. Huang, X. Yu, W.W. Zhang, X.X. Zhang, and W. Mu (2019). Comparative Ecotoxicity of Neonicotinoid Insecticides to Three Species of Trichogramma Parasitoid Wasps (Hymenoptera: Trichogrammatidae). Ecotoxicol. Environ. Saf., 183, 7 p. doi:10.1016.j.ecoenv.2019.109587. ECOREF#:186701"
"111988499","Thiacloprid","Parasitic Wasp","Development","Emergence","NOEL","2019","3","Jiang,J.G., X. Liu, X.P. Huang, X. Yu, W.W. Zhang, X.X. Zhang, and W. Mu (2019). Comparative Ecotoxicity of Neonicotinoid Insecticides to Three Species of Trichogramma Parasitoid Wasps (Hymenoptera: Trichogrammatidae). Ecotoxicol. Environ. Saf., 183, 7 p. doi:10.1016.j.ecoenv.2019.109587. ECOREF#:186701"
"111988499","Thiacloprid","Parasitic Wasp","Mortality","Mortality","LC50","2019","3","Jiang,J.G., X. Liu, X.P. Huang, X. Yu, W.W. Zhang, X.X. Zhang, and W. Mu (2019). Comparative Ecotoxicity of Neonicotinoid Insecticides to Three Species of Trichogramma Parasitoid Wasps (Hymenoptera: Trichogrammatidae). Ecotoxicol. Environ. Saf., 183, 7 p. doi:10.1016.j.ecoenv.2019.109587. ECOREF#:186701"
"111988499","Thiacloprid","Parasitic Wasp","Mortality","Mortality","LC90","2019","3","Jiang,J.G., X. Liu, X.P. Huang, X. Yu, W.W. Zhang, X.X. Zhang, and W. Mu (2019). Comparative Ecotoxicity of Neonicotinoid Insecticides to Three Species of Trichogramma Parasitoid Wasps (Hymenoptera: Trichogrammatidae). Ecotoxicol. Environ. Saf., 183, 7 p. doi:10.1016.j.ecoenv.2019.109587. ECOREF#:186701"
"111988499","Thiacloprid","Parasitic Wasp","Population","Abundance","LOEL","2017","4","Boopathi,T., K.S. Meena, M. Ravi, and K. Thirunavukarasu (2017). Impact of Insecticides on Spiralling Whitefly, Aleurodicus dispersus (Hemiptera: Aleyrodidae) and Its Natural Enemy Complex in Cassava Under Open Field Conditions. Crop Prot., 94, 137-143. doi:10.1016/j.cropro.2016.12.021. ECOREF#:175406"
"111988499","Thiacloprid","Parasitic Wasp","Reproduction","Fecundity","EC50","2019","3","Jiang,J.G., X. Liu, X.P. Huang, X. Yu, W.W. Zhang, X.X. Zhang, and W. Mu (2019). Comparative Ecotoxicity of Neonicotinoid Insecticides to Three Species of Trichogramma Parasitoid Wasps (Hymenoptera: Trichogrammatidae). Ecotoxicol. Environ. Saf., 183, 7 p. doi:10.1016.j.ecoenv.2019.109587. ECOREF#:186701"
"111988499","Thiacloprid","Parasitic Wasp","Reproduction","Fecundity","LOEL","2019","3","Jiang,J.G., X. Liu, X.P. Huang, X. Yu, W.W. Zhang, X.X. Zhang, and W. Mu (2019). Comparative Ecotoxicity of Neonicotinoid Insecticides to Three Species of Trichogramma Parasitoid Wasps (Hymenoptera: Trichogrammatidae). Ecotoxicol. Environ. Saf., 183, 7 p. doi:10.1016.j.ecoenv.2019.109587. ECOREF#:186701"
"111988499","Thiacloprid","Predatory Mite","Development","Emergence","NOEL","2017","1","Kuk,Y.I., and S.S. Kim (2017). Impacts of Selected Insecticides on the Predatory Mite, Neoseiulus californicus (Acari: Phytoseiidae). J. Entomol. Sci., 52, (1), 60-67. doi:10.18474/JES16-21.1. ECOREF#:177621"
"111988499","Thiacloprid","Predatory Mite","Mortality","Hatch","NOEL","2017","1","Kuk,Y.I., and S.S. Kim (2017). Impacts of Selected Insecticides on the Predatory Mite, Neoseiulus californicus (Acari: Phytoseiidae). J. Entomol. Sci., 52, (1), 60-67. doi:10.18474/JES16-21.1. ECOREF#:177621"
"111988499","Thiacloprid","Predatory Mite","Mortality","Hatch","NOEL","2017","1","Kuk,Y., and S. Kim (2017). Impacts of Selected Insecticides on the Predatory Mite, Neoseiulus californicus (Acari: Phytoselldae). J. Entomol. Sci., 52, (1), 60-67. doi:10.18474/JES16-21.1. ECOREF#:191706"
